arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,step,asr,accuracy,blocked
smallcnn,0,pbs,undefended,1.0,0.5,16,64,1,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,2,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,3,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,4,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,5,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,6,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,7,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,8,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,9,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,10,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,11,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,12,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,13,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,14,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,15,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,16,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,17,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,18,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,19,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,0.0,0.88,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,1,0.0,0.88,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,2,0.0,0.88,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,3,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,4,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,5,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,6,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,7,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,8,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,9,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,10,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,11,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,12,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,13,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,14,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,15,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,16,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,17,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,18,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,19,7e-06,0.87883,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,1,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,2,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,3,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,4,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,5,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,6,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,7,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,8,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,9,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,10,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,11,0.0,0.88,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,12,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,13,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,14,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,15,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,16,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,17,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,18,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,19,7e-06,0.87883,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,1,0.0,0.88,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,2,0.0,0.88,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,3,0.0,0.88,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,4,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,5,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,6,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,7,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,8,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,9,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,10,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,11,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,12,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,13,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,14,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,15,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,16,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,17,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,18,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,19,7e-06,0.87883,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,1,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,2,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,3,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,4,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,5,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,6,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,7,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,8,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,9,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,10,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,11,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,12,7e-06,0.87883,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,13,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,14,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,15,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,16,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,17,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,18,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,19,0.0,0.88,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,1,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,2,0.0,0.88,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,3,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,4,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,5,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,6,7e-06,0.87883,0
smallcnn,5,pbs,undefended,1.0,0.5,16,64,7,7e-06,0.87883,0
