arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
smallcnn,0,random,undefended,1.0,0.5,8,32,20,1,0.329333,0.670667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,2,0.334333,0.665667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,3,0.332,0.668,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,4,0.336333,0.663667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,5,0.466,0.534,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,6,0.454667,0.545333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,7,0.454333,0.545667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,8,0.451,0.549,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,9,0.460667,0.539333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,10,0.559,0.441,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,11,0.576667,0.423333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,12,0.655,0.345,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,13,0.743667,0.256333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,14,0.744333,0.255667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,15,0.815667,0.184333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,16,0.809333,0.190667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,17,0.814333,0.185667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,18,0.816,0.184,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,19,0.861333,0.138667,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,20,0.877667,0.122333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,1,0.316,0.684,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,2,0.316667,0.683333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,3,0.325,0.675,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,4,0.325667,0.674333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,5,0.366333,0.633667,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,6,0.363333,0.636667,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,7,0.367667,0.632333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,8,0.371667,0.628333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,9,0.382,0.618,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,10,0.384667,0.615333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,11,0.385,0.615,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,12,0.379333,0.620667,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,13,0.503667,0.496333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,14,0.502667,0.497333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,15,0.505,0.495,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,16,0.872667,0.127333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,17,0.877667,0.122333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,18,0.882333,0.117667,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,19,0.883667,0.116333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,20,0.873667,0.126333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,1,0.322,0.678,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,2,0.328333,0.671667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,3,0.327667,0.672333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,4,0.327667,0.672333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,5,0.497333,0.502667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,6,0.495,0.505,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,7,0.493,0.507,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,8,0.509333,0.490667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,9,0.515,0.485,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,10,0.533,0.467,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,11,0.542333,0.457667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,12,0.554667,0.445333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,13,0.637667,0.362333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,14,0.643,0.357,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,15,0.641667,0.358333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,16,0.845667,0.154333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,17,0.845333,0.154667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,18,0.848667,0.151333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,19,0.830333,0.169667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,20,0.818667,0.181333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,1,0.36,0.64,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,2,0.407333,0.592667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,3,0.455667,0.544333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,4,0.456,0.544,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,5,0.643667,0.356333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,6,0.635667,0.364333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,7,0.641667,0.358333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,8,0.639,0.361,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,9,0.649333,0.350667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,10,0.678667,0.321333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,11,0.702667,0.297333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,12,0.657667,0.342333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,13,0.777667,0.222333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,14,0.791333,0.208667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,15,0.794,0.206,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,16,0.814667,0.185333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,17,0.829,0.171,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,18,0.829667,0.170333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,19,0.836667,0.163333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,20,0.817,0.183,0,0
smallcnn,4,random,undefended,1.0,0.5,8,32,20,1,0.905333,0.094667,0,0
