arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,1,0.770333,0.229667,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,2,0.736,0.264,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,3,0.903333,0.096667,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,4,0.889333,0.110667,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,5,0.891667,0.108333,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,6,0.859,0.141,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,7,0.895667,0.104333,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,8,0.894333,0.105667,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,9,0.886,0.114,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,10,0.891,0.109,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,11,0.894667,0.105333,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,12,0.863,0.137,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,13,0.834333,0.165667,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,14,0.912667,0.087333,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,15,0.913,0.087,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,16,0.871,0.129,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,17,0.818333,0.181667,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,18,0.870667,0.129333,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,19,0.892333,0.107667,0,0
smallcnn,0,pbs,undefended,1.0,0.5,16,64,20,20,0.865667,0.134333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,1,0.732333,0.267667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,2,0.882333,0.117667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,3,0.861,0.139,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,4,0.818,0.182,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,5,0.872667,0.127333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,6,0.824333,0.175667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,7,0.850333,0.149667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,8,0.88,0.12,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,9,0.829667,0.170333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,10,0.771667,0.228333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,11,0.883667,0.116333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,12,0.843,0.157,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,13,0.850333,0.149667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,14,0.828667,0.171333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,15,0.886667,0.113333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,16,0.739,0.261,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,17,0.877667,0.122333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,18,0.827333,0.172667,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,19,0.841667,0.158333,0,0
smallcnn,1,pbs,undefended,1.0,0.5,16,64,20,20,0.904,0.096,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,1,0.709,0.291,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,2,0.835667,0.164333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,3,0.837333,0.162667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,4,0.864333,0.135667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,5,0.89,0.11,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,6,0.838,0.162,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,7,0.912,0.088,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,8,0.867667,0.132333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,9,0.857333,0.142667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,10,0.86,0.14,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,11,0.838667,0.161333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,12,0.795667,0.204333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,13,0.863333,0.136667,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,14,0.842,0.158,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,15,0.855,0.145,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,16,0.844,0.156,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,17,0.848667,0.151333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,18,0.834667,0.165333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,19,0.884667,0.115333,0,0
smallcnn,2,pbs,undefended,1.0,0.5,16,64,20,20,0.887667,0.112333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,1,0.760333,0.239667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,2,0.802667,0.197333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,3,0.793,0.207,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,4,0.849,0.151,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,5,0.829,0.171,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,6,0.861,0.139,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,7,0.886333,0.113667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,8,0.843,0.157,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,9,0.802,0.198,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,10,0.887,0.113,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,11,0.887667,0.112333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,12,0.849667,0.150333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,13,0.898,0.102,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,14,0.877,0.123,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,15,0.876667,0.123333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,16,0.883,0.117,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,17,0.863333,0.136667,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,18,0.839667,0.160333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,19,0.853667,0.146333,0,0
smallcnn,3,pbs,undefended,1.0,0.5,16,64,20,20,0.89,0.11,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,1,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,2,0.905333,0.094667,0,0
smallcnn,4,pbs,undefended,1.0,0.5,16,64,20,3,0.905333,0.094667,0,0
