arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,budget,step,asr,accuracy,blocked,clipped
smallcnn,0,random,undefended,1.0,0.5,8,32,20,1,0.338667,0.661333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,2,0.405667,0.594333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,3,0.398667,0.601333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,4,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,5,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,6,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,7,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,8,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,9,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,10,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,11,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,12,0.894667,0.105333,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,13,0.898,0.102,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,14,0.898,0.102,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,15,0.898,0.102,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,16,0.898,0.102,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,17,0.898,0.102,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,18,0.898,0.102,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,19,0.898,0.102,0,0
smallcnn,0,random,undefended,1.0,0.5,8,32,20,20,0.898,0.102,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,1,0.312333,0.687667,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,2,0.384,0.616,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,3,0.382,0.618,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,4,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,5,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,6,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,7,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,8,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,9,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,10,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,11,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,12,0.905,0.095,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,13,0.902667,0.097333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,14,0.902667,0.097333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,15,0.902667,0.097333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,16,0.902667,0.097333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,17,0.902667,0.097333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,18,0.902667,0.097333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,19,0.902667,0.097333,0,0
smallcnn,1,random,undefended,1.0,0.5,8,32,20,20,0.902667,0.097333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,1,0.321,0.679,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,2,0.389667,0.610333,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,3,0.392,0.608,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,4,0.899,0.101,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,5,0.899,0.101,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,6,0.899,0.101,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,7,0.899,0.101,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,8,0.899,0.101,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,9,0.906333,0.093667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,10,0.906333,0.093667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,11,0.906333,0.093667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,12,0.906333,0.093667,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,13,0.891,0.109,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,14,0.891,0.109,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,15,0.891,0.109,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,16,0.891,0.109,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,17,0.891,0.109,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,18,0.891,0.109,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,19,0.891,0.109,0,0
smallcnn,2,random,undefended,1.0,0.5,8,32,20,20,0.891,0.109,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,1,0.361667,0.638333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,2,0.414667,0.585333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,3,0.434,0.566,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,4,0.897333,0.102667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,5,0.897333,0.102667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,6,0.897333,0.102667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,7,0.897333,0.102667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,8,0.897333,0.102667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,9,0.909667,0.090333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,10,0.909667,0.090333,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,11,0.900333,0.099667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,12,0.899,0.101,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,13,0.885333,0.114667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,14,0.885333,0.114667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,15,0.885333,0.114667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,16,0.885333,0.114667,0,0
smallcnn,3,random,undefended,1.0,0.5,8,32,20,17,0.885333,0.114667,0,0
