arch,seed,attack,defense,clip_sigma,checksum_cov,top_k,sub_batch,step,asr,accuracy,blocked
smallcnn,0,pbs,undefended,1.0,0.5,8,32,1,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,2,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,3,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,4,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,5,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,6,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,7,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,8,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,9,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,10,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,11,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,12,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,13,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,14,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,15,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,16,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,17,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,18,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,19,7e-06,0.87883,0
smallcnn,0,pbs,undefended,1.0,0.5,8,32,20,0.0,0.88,0
smallcnn,1,pbs,undefended,1.0,0.5,8,32,1,0.0,0.88,0
smallcnn,1,pbs,undefended,1.0,0.5,8,32,2,0.0,0.88,0
smallcnn,1,pbs,undefended,1.0,0.5,8,32,3,7e-06,0.87883,0
